action_id,run_id,action_type,status,proposed_epoch,expiration_epoch,bot_recommendation,bot_score,bot_confidence,network_majority,network_agreement,top10_majority,top10_agreement,actual_drep_yes_pct,actual_drep_no_pct,actual_drep_abstain_pct,top10_vote_counts_json,explain_hash,input_hash,snapshot_bundle_hash,soul_commit,resource_registry_commit,anchor_url
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqkqx0ecg,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqkqx0ecg-d52de5ced756,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,159.0,23.0,5.0,{},713f2d92f6fc3d4e634ca15fb40b60c25861473b6e1ab2ed9ec88712e5c2d3b4,,,,,ipfs://bafkreiedjhlwerulq5qg5tku2qqremf2cf2dguxvktttnjddei3fxct37a
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqqfgyy3v,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqqfgyy3v-ac369f2056db,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,198.0,8.0,1.0,{},199685831794cfbafe5a23edbc10d2269414eca15c1bcaa7a244a03a4df9145b,,,,,ipfs://bafkreidjnukg5c7u5zlkxaciy4hkxfixvtquhx6uzlqpydvrxormfqpdm4
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqsufvuyl,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqsufvuyl-502c05551bd5,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,174.0,10.0,5.0,{},e6a753c329c4ca70003a25951245c34c9565dbc18f6c6e67e0d19fa38d2e8f21,,,,,ipfs://bafkreihqhuiuwdjyukw4ul5obxz656ndyz5najokjhdw7mbdscskyaalfu
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqudh2k4c,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqudh2k4c-c1b3bca1226f,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,127.0,34.0,7.0,{},f86b3fceca60f8b19d8b9102f5a0c37eaf0609bb76c0e9a1680f0449bef1cdde,,,,,ipfs://bafkreidlgy2mljdxjknsxzpy6im5xkgsw4ticvwqmgedecs53dzdqhgdlu
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqvckzwqt,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqvckzwqt-5d83415e4f12,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,166.0,15.0,3.0,{},4eaa9a489a1eedf670adc258a21c8ff3caca52be2719c8645acac19b7eb7abf0,,,,,ipfs://bafkreigfhg7nn4pshyogcokcuo7ohpjpw6gaatnm74hum5vungrqwvpxs4
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqwtnrdnx,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqwtnrdnx-888cc0ca3634,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,186.0,12.0,6.0,{},134c54d974d2639524cdf44120b331cd4e0b440bbd116214c6c098a8de037c6d,,,,,ipfs://bafkreigjofgwm4qtwn7r3e6nczaxo7jp4fmhzphozrpcuvnx5k2khlbtty
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqx488pdm,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqx488pdm-cb852a82e7ea,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,183.0,15.0,3.0,{},bc9276061d93f088b3d2eb3898d4cecd5a909b971859ca15eba744cc8de2c3bc,,,,,ipfs://bafkreicmz5a6ylplflowjdj7vjzp6glt45k2r6mnhwlmzq7kjkl3fvuzeu
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqyxzxz7k,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqyxzxz7k-25587704f3e2,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,189.0,13.0,13.0,{},d6fe4615702296d42996feec0111b6000c1a091cef6a80d7cbcdf77a05493a27,,,,,ipfs://bafkreidgiirfod3axto3xf3nducsao5w4rp6vqrijeh5m6mqgdxotaafbq
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqz6d98zp,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqz6d98zp-fb8aa5d54d6c,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,199.0,6.0,7.0,{},a29fe4517deddc8dc75b857f94c76c054979d6fca3cb41a7b159d11749274fd1,,,,,ipfs://bafkreigt5xy56qjxd7dl2s7u6jxec2cfxevynppvgnnjifc2wawr7md5ha
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzgf074ea,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzgf074ea-0cae48d75923,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,129.0,21.0,7.0,{},62d437a410c3a0713a7f62f95e932a0048aaef0ae8b82b5ee672add97ca90628,,,,,ipfs://bafkreig4bosl5dfpmtqguybf4yaffkwo5hcaxxy2k7wlbwdl57twojfk2i
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzqhm6e8q,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzqhm6e8q-79f64cec6a39,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,174.0,14.0,9.0,{},66ab187c29a7ec168e1095a0f1fdc5406eab89fdc976a12ff345a5f177f31f2f,,,,,ipfs://bafkreigq3zbxymon7of3x4jtn7zrzjk2merntcd54yhvmgsjsduq6h3zwa
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzxt5eumh,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzxt5eumh-779519ca4a7b,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,162.0,47.0,13.0,{},f074108fd4c2330ea6acf344b7853406cbcdea9b167c3532496cfd1152543055,,,,,ipfs://bafkreicjt5d4y7phbqwyhfkmtz75u2nck3is5cuywkcisnmtsuibdrm3li
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzyc3clg6,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzyc3clg6-fa348c83fae1,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,133.0,21.0,6.0,{},b6d9a54d65bce84a8e8818825d5d7da199fa1e97a6dbb105940ddb3d846b98d2,,,,,ipfs://bafkreigrw7v6q2wcnbgjd22ev6eepitgaegtkkmhzwmsccfxmejkc3okbm
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzzy7m65d,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzzy7m65d-60e86817c537,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,142.0,15.0,6.0,{},c13b2f2906b999ed67a488b42600f26eb678994749703c0d574cc7cedb58e721,,,,,ipfs://bafkreialtiknfumaxc23xjqxs2r4g5qjca3tikopmottieu5iq2sr77b3i
gov_action15ce4qnwug759939wqv782pvh6qg68khspg8kh02gmex99mcsytwqqqr7jkr,gov_action15ce4qnwug759939wqv782pvh6qg68khspg8kh02gmex99mcsytwqqqr7jkr-5e7c06cbcade,InfoAction,expired,603,610,NO,-0.55,1.0,NO,aligned,UNKNOWN,unknown,37.0,114.0,18.0,{},9c98a6de79fc609f5cb9bc9ab94e70b155b2c13770d2f0fc90e373565b38fa54,,,,,ipfs://QmP25wNHBBh62eRUBnRbvpXz2DFJ5aQBgbqMq27zpHXNjs
gov_action15dh2lt4qskmhl97vat8s0l552ruvddrlasa0jndg7lg43g0uju3qq78hvja,gov_action15dh2lt4qskmhl97vat8s0l552ruvddrlasa0jndg7lg43g0uju3qq78hvja-9a02c0068459,InfoAction,expired,590,597,YES,0.5,1.0,YES,aligned,UNKNOWN,unknown,169.0,24.0,11.0,{},40fac90133a7dff581a9cf2e073e10fa2505847c09cb1669d1e676be6852e51d,,,,,https://ipfs.io/ipfs/QmeMvA4j38n46hye724etsdUoUMzQ3T9bvmHMJUtNRf9ps
gov_action169kllwhfmp488je5x5rwvufd08p8sztdcf0ghf5sp6ey2gnjdwaqql47xry,gov_action169kllwhfmp488je5x5rwvufd08p8sztdcf0ghf5sp6ey2gnjdwaqql47xry-dceb74cd8336,InfoAction,expired,597,604,YES,0.1167,0.6367,YES,aligned,UNKNOWN,unknown,221.0,6.0,1.0,{},e7f00812efe797f5d5bf9cf14b9f955880e5a7385c4436b4ea54614e81edce0b,,,,,ipfs://Qmeme8EWugVPQeVghpqB53nvG5U4VT9zy3Ta545fEJPnqL
gov_action16f69yf2f35w9ds8sr05ewyr55jg5f439mu8882rv295fvf8m4kcqql7y6nc,gov_action16f69yf2f35w9ds8sr05ewyr55jg5f439mu8882rv295fvf8m4kcqql7y6nc-8cbe1a171385,InfoAction,expired,589,596,NO,-0.45,1.0,NO,aligned,UNKNOWN,unknown,48.0,105.0,27.0,{},1f876dc58ad9a5695a94b43d939d83290712285eeea7fddade9b264f08dfd756,,,,,ipfs://QmZdZ387ZfcDwQ4YYSPAvWX42gX1w8nGPdhbwk7gxTtNBE
gov_action16tdkp3fs0j6303e4utgp8rftdug0ckezr4sslgv8wxdaeq40ngpsq5sr06h,gov_action16tdkp3fs0j6303e4utgp8rftdug0ckezr4sslgv8wxdaeq40ngpsq5sr06h-9e7658f38ec1,TreasuryWithdrawals,expired,584,591,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,142.0,37.0,11.0,{},bcc9ece2f385b738f90e9a76dfbabf6ccc789a7702eb596529c26afa23be71e1,,,,,ipfs://bafkreihju7a6zywpv3adaeeg4nnyrkewurng5csavsspmqsgikzg2suhry
gov_action17dfgtkeufcy945e3ssanqpmn09ft3gezhvepvvg7msmlmaz260dqqjtsmpe,gov_action17dfgtkeufcy945e3ssanqpmn09ft3gezhvepvvg7msmlmaz260dqqjtsmpe-5faa17728c05,TreasuryWithdrawals,enacted,617,624,NO,-0.2833,0.8033,YES,diverged,UNKNOWN,unknown,133.0,59.0,13.0,{},23d74788f65c3e0736a1a26aab6b745053f6309621a43dde22aec207664b67fb,,,,,ipfs://bafkreibeffgc4ow5rxbttesgqqe36copa5rejtsw6b4jruwow2p3wahxtq
gov_action18fd7jwa06fksmwumlcvlft8v4guvaa672qsp6xgenekvs4kmvcqsq8cqks4,gov_action18fd7jwa06fksmwumlcvlft8v4guvaa672qsp6xgenekvs4kmvcqsq8cqks4-0b2bcfe2eb32,InfoAction,expired,601,608,YES,0.5,1.0,YES,aligned,UNKNOWN,unknown,152.0,26.0,17.0,{},3757242dcdd6649bcfa33c5fefc1d33da8c8f8ba00d9edf30f58c852b15c7b41,,,,,ipfs://bafkreifxxz6n33l5umvgxdoxzp35gsnbzvi63slmeqnwg3pj4gsrwnzr4e
gov_action18nefry4qacd80xzs2srjahxm2e4vz3c8wvrr03rrtk8mdqfuknysq66459t,gov_action18nefry4qacd80xzs2srjahxm2e4vz3c8wvrr03rrtk8mdqfuknysq66459t-777baf64855f,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,194.0,23.0,14.0,{},f88c1deac28938674d762f641aefe517de8973557eb373b41865008963521573,,,,,ipfs://bafkreihj3ddbz7c52l2s3klalsf4ux5xqkawktom5v5apfral37hs6kpki
gov_action193leqzml768nz7nmpepzx822a5mzyanqhtewaxjtul5gp6uhwvfsqgl2qg0,gov_action193leqzml768nz7nmpepzx822a5mzyanqhtewaxjtul5gp6uhwvfsqgl2qg0-5077d91c4f73,TreasuryWithdrawals,enacted,570,577,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,140.0,23.0,6.0,{},21e06c32c3da6890968b7fd443402314dafc29a52d5a7792c7fd362c5adac7fc,,,,,ipfs://bafkreibelpp2qzjcpeizeobf57tmhl4q6kauutytdve3mqzzjxzp2jqjxm
gov_action19uhuy5uame2s60yrh6n8cyds8ps5q7tkh05dqlzmpcfy429p9w4qq5ll3g0,gov_action19uhuy5uame2s60yrh6n8cyds8ps5q7tkh05dqlzmpcfy429p9w4qq5ll3g0-2f148a6d8c23,TreasuryWithdrawals,enacted,614,621,YES,0.0667,0.5567,YES,aligned,UNKNOWN,unknown,136.0,16.0,8.0,{},ea40a51be5f36c02840fac6033aa8c3b10eea8b3bb1b02dfb01f062d63ba51fd,,,,,ipfs://bafkreicshobgfe6o6siinj6ym4yxpz4dyyf3dqfex3w42htfvhpdn6msfu
gov_action1a95na44kgedjk3k64ajpfp4p9d9jj3sgzc6tt9nmnkvgj7c9nraqq7g4d2u,gov_action1a95na44kgedjk3k64ajpfp4p9d9jj3sgzc6tt9nmnkvgj7c9nraqq7g4d2u-2b419a32ffe6,InfoAction,expired,616,623,YES,0.5,1.0,YES,aligned,UNKNOWN,unknown,138.0,32.0,7.0,{},7cec03cbad37c26e29e115316e234543ac6d07ff652f7eb36639d2b54ad2b7e9,,,,,ipfs://bafkreidkxk3akjqukgyuxp65g2pesfbhk2miepg7cd6tq7u2hujxmxqzvu
gov_action1aw809r9gpk7eemt02alszw7lceyf0505uvntavm62rakkckr3nxsqd54zm8,gov_action1aw809r9gpk7eemt02alszw7lceyf0505uvntavm62rakkckr3nxsqd54zm8-4c77ce212255,NewCommittee,expired,600,607,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,132.0,31.0,15.0,{},1df5bde833b1d6276ed673bb2fc11a9a7e27971e7406988213d9f9066f73a66a,,,,,ipfs://Qme6n18tBndukAbRyvHc6MMj8WrjsBnppYvTAmsm3SHa4y
gov_action1cgdsp7g0rr7wgqp7maptpvx525fxuqwfgm5qe3f5r20ew5x2772sq0m5y83,gov_action1cgdsp7g0rr7wgqp7maptpvx525fxuqwfgm5qe3f5r20ew5x2772sq0m5y83-712dc7662bc8,ParameterChange,enacted,606,613,YES,0.35,0.87,YES,aligned,UNKNOWN,unknown,224.0,4.0,6.0,{},e012512273d70063278d2e6cac62c24562ac92cd729b7f9baf1764ad13a00cb2,,,,,ipfs://bafkreifwx5z25x6bh5vcwgvzrajy7qlgisukglywjjduwfsrsnp752pqca
gov_action1ezp0r9rgf4njx93p9uq7l3kjs9m739jm0ntf26vplcmucec4jc0qqxjlfrc,gov_action1ezp0r9rgf4njx93p9uq7l3kjs9m739jm0ntf26vplcmucec4jc0qqxjlfrc-8cf0f9cdf18f,NewConstitution,expired,586,593,YES,0.4,0.92,YES,aligned,UNKNOWN,unknown,173.0,29.0,10.0,{},53a306d84c8f03f90117a9b7d8ef2ff958a71f0aa1bfffcb22d101ee450abde8,,,,,ipfs://bafkreig4ural237c4gczp4srzygsmlaquiibixiskus2lwy4a6vilivgiy
gov_action1f9da8n2yaf4updxzmwc7fnw8ug2gwnpvqays5n3yw6nz0mu3z2qqq6ggge9,gov_action1f9da8n2yaf4updxzmwc7fnw8ug2gwnpvqays5n3yw6nz0mu3z2qqq6ggge9-06875f9dbc09,InfoAction,expired,569,576,YES,0.39,0.91,YES,aligned,UNKNOWN,unknown,119.0,75.0,22.0,{},d465840b4dcbff06351f922484379d73efa7218aa5df7dd385616214e0368559,,,,,https://most-brass-sun.quicknode-ipfs.com/ipfs/QmQTpreux4fpWQ5jL4gxZVp7Zx6KNWnoRsj1ApU79c8Y2B
gov_action1fk4nx9zhkcdcyjaudwjtnkd7gagwyhqtth2zypawkc78gvdxkuzqqtvqdkv,gov_action1fk4nx9zhkcdcyjaudwjtnkd7gagwyhqtth2zypawkc78gvdxkuzqqtvqdkv-21ed813dccbd,NewCommittee,enacted,599,606,YES,0.4,0.92,YES,aligned,UNKNOWN,unknown,173.0,1.0,1.0,{},a30f03b99612befceb2cf2813eb3f87ba8b7fc6bc5b6acce8cfaa3d287493776,,,,,ipfs://bafkreibqxuceexlhali4nhqo7tvsdzrcndzr775pv7wfsdq2lbxtyk4emu
gov_action1fl6r784t2ffw7q96du2znhprw90r3xvrfugvqelgqewgxex42kdqq9tgrd5,gov_action1fl6r784t2ffw7q96du2znhprw90r3xvrfugvqelgqewgxex42kdqq9tgrd5-256e7c6630d4,TreasuryWithdrawals,expired,573,580,NO,-0.8333,1.0,NO,aligned,UNKNOWN,unknown,23.0,151.0,22.0,{},d271627c1d8a9fd4960e5a05bee57eccfdb8b38c0b4934525cda15fac4cf44e4,,,,,https://raw.githubusercontent.com/snekadmin/Public/refs/heads/main/data.jsonld
gov_action1fpqwxp2kxvnntr8hpkh9q9djm78ccdww7qlhg5safugh4stmcwzqql5lauu,gov_action1fpqwxp2kxvnntr8hpkh9q9djm78ccdww7qlhg5safugh4stmcwzqql5lauu-46c089dd5dc4,InfoAction,expired,556,563,NO,-0.7333,1.0,NO,aligned,UNKNOWN,unknown,10.0,135.0,28.0,{},9dcdbda5881b4f011a05aa55b508c46dddc71beed3854506006eaf7aaec39bcd,,,,,https://raw.githubusercontent.com/theeldermillenial/2025-liquidity-budget/df0b26d8796b19b566008ea9eaa8f17fef2cb6d4/info.jsonld
gov_action1fvgw27fjpr9c7g582mszzyez0jgkqgjgatzdnyngrg8wwc9kcn3qqxtz8r7,gov_action1fvgw27fjpr9c7g582mszzyez0jgkqgjgatzdnyngrg8wwc9kcn3qqxtz8r7-3acc8cc8c07e,TreasuryWithdrawals,expired,607,614,YES,0.0167,0.5067,YES,aligned,UNKNOWN,unknown,127.0,44.0,24.0,{},237d85ed4c17dac597522bb2b8758c86cd5a6f04375f1191c600aef035d41d94,,,,,https://raw.githubusercontent.com/theeldermillenial/2025-liquidity-budget/refs/heads/master/withdrawal-1/data.jsonld
gov_action1g7sw0f8e8qa34lppj2erksvzf4j6e9udwaq6efslc8apdqeazygsq2spyyt,gov_action1g7sw0f8e8qa34lppj2erksvzf4j6e9udwaq6efslc8apdqeazygsq2spyyt-e2c05a818765,NewCommittee,enacted,573,580,YES,0.4,0.92,YES,aligned,UNKNOWN,unknown,261.0,5.0,10.0,{},47c807a6d99bf0a9440a15e0970e14b793e4f42d0ce1bdd7600b37f1f4ccefa2,,,,,ipfs://bafkreicw6kinbtfwxygoj4jf7khextfq6a3yirlhkldhd7zizdq4xu2ghm
gov_action1h4ygjv0hjfj3lmafcm76rpdzcm8vsvj9k5wejn3npyxwxm3fesnqqw9kxxz,gov_action1h4ygjv0hjfj3lmafcm76rpdzcm8vsvj9k5wejn3npyxwxm3fesnqqw9kxxz-46728d669f68,InfoAction,expired,556,563,YES,0.4,0.92,YES,aligned,UNKNOWN,unknown,232.0,14.0,10.0,{},75460163a04f8f08f0e78ee10cbfb346e0e8687b87b757c0ed255847008d42fc,,,,,ipfs://bafkreibqma7t2k4rcywvx5afukahhi3dp2so2ugh7t4ljuawhanvk7sr34
gov_action1jr84r96lnsvu9yd6c0jhxe9gj5r7vnd2pgkntc6klplxdpyzz4tqqc9uldx,gov_action1jr84r96lnsvu9yd6c0jhxe9gj5r7vnd2pgkntc6klplxdpyzz4tqqc9uldx-7e4ceaa06f5e,InfoAction,expired,580,587,YES,0.4,0.92,YES,aligned,UNKNOWN,unknown,163.0,64.0,17.0,{},fd9a1981d0348ad8008e1c7f9dd532b4681986ce3f38ed230e24b5ce2247a6a5,,,,,ipfs://bafkreiegpigegytetkwrqhftqphcqjkammmjipwq2d57s6xkfbtxiq3tei
gov_action1js2s9v92zpxg2rge0y3jt9zy626he2m67x9kx9phw4r942kvsn6sqfym0d7,gov_action1js2s9v92zpxg2rge0y3jt9zy626he2m67x9kx9phw4r942kvsn6sqfym0d7-1a31148b1eb5,ParameterChange,expired,539,546,NO,-0.45,1.0,NO,aligned,UNKNOWN,unknown,140.0,223.0,11.0,{},978181768c887c7cc7850480e69767daa5936aa96eaefe213a3798fe842af065,,,,,ipfs://QmcKQggcpouuhAAvUYGDzoKgMwbZSkWqiEeE6c67SJ3kEq
gov_action1jxne7hynfd7frcczwumd2eggps4kvy0msjztz9t0mutpy870ksgqqp6vp3p,gov_action1jxne7hynfd7frcczwumd2eggps4kvy0msjztz9t0mutpy870ksgqqp6vp3p-197e643567d4,NewConstitution,enacted,601,608,YES,0.4,0.92,YES,aligned,UNKNOWN,unknown,157.0,24.0,13.0,{},6cf142ec1343633a347669628a6721843d546a95c0d3316de1d54acce5d63514,,,,,ipfs://bafkreigxpweqv2rnh7ajt5hzdq6gikogmaq3nbyof5uvdntc4hkg52ghqy
gov_action1k2jertppnnndejjcglszfqq4yzw8evzrd2nt66rr6rqlz54xp0zsq05ecsn,gov_action1k2jertppnnndejjcglszfqq4yzw8evzrd2nt66rr6rqlz54xp0zsq05ecsn-e0b6ba40c1b1,ParameterChange,enacted,519,526,YES,0.0,0.55,UNKNOWN,unknown,UNKNOWN,unknown,0.0,0.0,0.0,{},53265b71829114576fc53efde9756dc7765dbdb7352562a7bc9491af9748cb25,,,,,https://raw.githubusercontent.com/IntersectMBO/governance-actions/refs/heads/main/mainnet/2024-11-04-ppu/metadata.jsonld
gov_action1k5vwlfrxtyusd2ec37tckd54gjvqn2kd72xj4t6wkkapdv7zfg0qq468n2r,gov_action1k5vwlfrxtyusd2ec37tckd54gjvqn2kd72xj4t6wkkapdv7zfg0qq468n2r-d2c13acf104a,InfoAction,expired,619,626,YES,0.4,0.92,YES,aligned,UNKNOWN,unknown,186.0,11.0,4.0,{},d2d2d10bd94fd6b7938a8daa36396fc3a193e879707399d16912bda14804da5e,,,,,ipfs://QmV9raiDbx8cs5wspNT8EiX5ReusETusVerwQBSrmhrX8N
gov_action1llcd7ezdx299xeep9azm4dvsvz7783qfrhykcu3sv2ykl4sewv2qq4myfpk,gov_action1llcd7ezdx299xeep9azm4dvsvz7783qfrhykcu3sv2ykl4sewv2qq4myfpk-414921cf9e0e,InfoAction,expired,522,529,YES,0.5,1.0,YES,aligned,UNKNOWN,unknown,209.0,9.0,8.0,{},90fdfeef1a2c23d11cb705099105381807ad9ab167d04665ce372eceb789e60e,,,,,https://raw.githubusercontent.com/IntersectMBO/governance-actions/refs/heads/main/mainnet/2024-11-19-infohf/metadata.jsonld
gov_action1lqun78lcznfa2gek49m3ydslakfnm8heargfp8sax9fk54yl6ghsqp042zv,gov_action1lqun78lcznfa2gek49m3ydslakfnm8heargfp8sax9fk54yl6ghsqp042zv-bfd343427082,TreasuryWithdrawals,enacted,599,606,YES,0.1667,0.6867,YES,aligned,UNKNOWN,unknown,196.0,10.0,5.0,{},fe3080aa4919ccda496c68dd15787cbde4bcefd335305cd1e0d5bf525f046736,,,,,ipfs://bafkreiecqskxkmakkrzrs2xs2olh5jcwbuz5qr5gesp6merwcaydcaojiq
gov_action1m3xx08yv788vfxqh6nfvrjtvmqpwezsy0ggaczctkyjmttc2wmxsq4jsr7q,gov_action1m3xx08yv788vfxqh6nfvrjtvmqpwezsy0ggaczctkyjmttc2wmxsq4jsr7q-a0aeb5be3391,InfoAction,expired,605,612,YES,0.4,0.92,YES,aligned,UNKNOWN,unknown,125.0,31.0,10.0,{},4737c1f80252aee64234300f8362e213daa240deebeba9568b3c7beba657ed9b,,,,,ipfs://bafkreidpcmogdet4beysyxq4u7l2qywplbfnahudyevqjcu2yxiceurn3u
